RG	[2]Sample	[3]Chromosome	[4]Start	[5]End	[6]Length (bp)	[7]Number of markers	[8]Quality (average fwd-bwd phred score)
RG	s140223	chr1	66332381	66797990	465610	266	7.0
RG	s140223	chr1	75786140	76074606	288467	208	18.1
RG	s140223	chr1	80451825	83869729	3417905	182	12.5
RG	s140223	chr1	89108081	89368511	260431	259	31.3
RG	s140223	chr1	91634884	92231235	596352	369	40.8
RG	s140223	chr1	152511483	152884301	372819	215	32.6
RG	s140223	chr1	156377294	156645881	268588	539	42.3
RG	s140223	chr1	170958148	170983456	25309	34	7.2
RG	s140223	chr1	179846368	180266272	419905	475	16.4
RG	s140223	chr1	183023890	183186170	162281	193	37.4
RG	s140223	chr1	196825464	196888224	62761	49	9.1
RG	s140223	chr1	201313274	201520084	206811	339	9.9
RG	s140223	chr1	203007362	203083794	76433	228	7.7
RG	s140223	chr1	214605688	215567710	962023	284	17.9
RG	s140223	chr1	222522585	222558617	36033	83	7.1
RG	s140223	chr1	228140177	228242996	102820	185	20.6
RG	s140223	chr1	246840729	247123954	283226	415	19.9
RG	s140223	chr1	247138568	247418740	280173	105	6.3
RG	s140223	chr1	248038231	248083615	45385	67	14.3
RG	s141019	chr1	9003179	9128167	124989	143	6.9
RG	s141019	chr1	16975177	17205087	229911	305	14.3
RG	s141019	chr1	19192567	19304111	111545	362	9.8
RG	s141019	chr1	20765475	21244809	479335	290	7.8
RG	s141019	chr1	22489769	22659664	169896	265	26.3
RG	s141019	chr1	23838268	24091921	253654	268	41.6
RG	s141019	chr1	25800589	26161270	360682	359	36.9
RG	s141019	chr1	28330495	28668582	338088	251	21.4
RG	s141019	chr1	28886806	29215882	329077	199	8.8
RG	s141019	chr1	42734859	43145164	410306	301	10.0
RG	s141019	chr1	62439821	62577216	137396	207	5.9
RG	s141019	chr1	78889911	80451736	1561826	106	10.6
RG	s141019	chr1	93993101	94014366	21266	88	42.5
RG	s141019	chr1	103525922	107056636	3530715	150	14.2
RG	s141019	chr1	120816287	143449533	22633247	80	20.3
RG	s141019	chr1	154771711	155169381	397671	562	31.2
RG	s141019	chr1	158465488	158595325	129838	106	7.7
RG	s141019	chr1	160208586	160610210	401625	570	15.7
RG	s141019	chr1	161524805	161663737	138933	221	17.4
RG	s141019	chr1	179955168	180211327	256160	341	12.7
RG	s141019	chr1	196228210	197139732	911523	853	42.9
RG	s141019	chr1	202314706	202728913	414208	210	10.6
RG	s141019	chr1	227921410	228242996	321587	304	34.1
RG	s141019	chr1	228280433	228394503	114071	570	44.0
RG	s141019	chr1	246326262	246724416	398155	170	13.5
RG	s141020	chr1	3815331	3872345	57015	195	23.7
RG	s141020	chr1	25543723	25961969	418247	289	20.9
RG	s141020	chr1	26022754	26161270	138517	165	34.3
RG	s141020	chr1	36418948	36464287	45340	129	51.3
RG	s141020	chr1	37682862	37754169	71308	187	62.7
RG	s141020	chr1	45613013	46027784	414772	314	20.9
RG	s141020	chr1	84388228	84630458	242231	216	12.8
RG	s141020	chr1	93993101	94014366	21266	88	43.0
RG	s141020	chr1	116944521	120449308	3504788	1630	51.6
RG	s141020	chr1	145509867	146987910	1478044	984	53.1
RG	s141020	chr1	147019444	148104846	1085403	547	54.8
RG	s141020	chr1	148334450	149058132	723683	378	23.1
RG	s141020	chr1	149886326	151909123	2022798	2920	62.2
RG	s141020	chr1	152307013	153418040	1111028	1098	52.4
RG	s141020	chr1	155010920	155212052	201133	510	23.4
RG	s141020	chr1	155433579	156172760	739182	1015	20.2
RG	s141020	chr1	158595415	158647395	51981	178	21.9
RG	s141020	chr1	160739349	160944977	205629	245	19.8
RG	s141020	chr1	161542996	161663691	120696	191	21.2
RG	s141020	chr1	169842515	170945451	1102937	323	15.9
RG	s141020	chr1	207564114	207897301	333188	410	26.3
RG	s141020	chr1	221702335	222686947	984613	369	18.2
RG	s141020	chr1	225289830	225367810	77981	121	27.2
RG	s141020	chr1	234306570	234463919	157350	201	10.8
RG	s141020	chr1	240177864	240207698	29835	51	29.6
RG	s141520	chr1	11764246	11911032	146787	376	34.6
RG	s141520	chr1	15374407	15438340	63934	124	8.9
RG	s141520	chr1	16871027	16974953	103927	293	48.7
RG	s141520	chr1	21827878	21983524	155647	526	35.7
RG	s141520	chr1	24354287	24514278	159992	152	6.5
RG	s141520	chr1	26239707	26342788	103082	237	8.4
RG	s141520	chr1	27260988	27393657	132670	344	16.3
RG	s141520	chr1	31181655	31409483	227829	172	6.1
RG	s141520	chr1	36393709	36801721	408013	234	5.9
RG	s141520	chr1	75203724	75724544	520821	154	13.1
RG	s141520	chr1	78889911	80451736	1561826	106	5.8
RG	s141520	chr1	91758510	93079313	1320804	626	33.0
RG	s141520	chr1	120889787	144955437	24065651	186	7.1
RG	s141520	chr1	150623019	150926672	303654	260	10.4
RG	s141520	chr1	152884362	153093485	209124	111	14.3
RG	s141520	chr1	153930573	154266429	335857	629	22.5
RG	s141520	chr1	158611196	158717036	105841	354	32.4
RG	s141520	chr1	173850354	174219076	368723	253	24.9
RG	s141520	chr1	176556254	177273493	717240	319	19.7
RG	s141520	chr1	182056266	182575261	518996	183	43.1
RG	s141520	chr1	183121588	183207831	86244	125	12.1
RG	s141520	chr1	196373025	196888224	515200	337	24.6
RG	s141520	chr1	196944067	197539864	595798	560	13.9
RG	s141520	chr1	204406354	211479115	7072762	4421	66.3
RG	s141520	chr1	211575314	217430996	5855683	1956	57.8
RG	s141520	chr1	225002983	225777894	774912	611	18.7
RG	s141520	chr1	228140177	228242996	102820	182	19.7
RG	s141520	chr1	229594504	230067243	472740	133	17.5
RG	s141520	chr1	239907349	240776075	868727	228	33.7
RG	s143787	chr1	1924568	2024923	100356	178	42.3
RG	s143787	chr1	3823605	3872345	48741	179	36.4
RG	s143787	chr1	16871027	16976340	105314	295	46.5
RG	s143787	chr1	21827878	21989112	161235	580	11.5
RG	s143787	chr1	46248323	46402009	153687	233	22.5
RG	s143787	chr1	46798987	47183834	384848	509	22.5
RG	s143787	chr1	75732585	75931832	199248	265	17.1
RG	s143787	chr1	111483514	111691309	207796	64	12.5
RG	s143787	chr1	111981541	112709944	728404	395	6.4
RG	s143787	chr1	147242710	147611696	368987	159	2.8
RG	s143787	chr1	150283177	150550002	266826	335	17.9
RG	s143787	chr1	154312425	154568241	255817	368	30.2
RG	s143787	chr1	158353187	158619126	265940	295	16.5
RG	s143787	chr1	172532332	173186430	654099	163	4.9
RG	s143787	chr1	175323377	175941970	618594	127	18.1
RG	s143787	chr1	179813301	179954946	141646	116	12.1
RG	s143787	chr1	206897720	207021876	124157	209	10.4
RG	s143787	chr1	223538101	223712698	174598	160	17.8
RG	s143787	chr1	226961311	227815701	854391	420	49.7
RG	s143787	chr1	227921410	228308365	386956	705	60.9
RG	s143787	chr1	236795135	237267505	472371	191	10.6
RG	s143812	chr1	5813686	6040329	226644	182	9.7
RG	s143812	chr1	12716137	12920056	203920	551	61.7
RG	s143812	chr1	13583808	16036637	2452830	1683	71.2
RG	s143812	chr1	16044456	16058635	14180	199	65.9
RG	s143812	chr1	16125173	16440695	315523	415	40.0
RG	s143812	chr1	16953498	18108397	1154900	1146	70.9
RG	s143812	chr1	31267821	31576911	309091	218	21.3
RG	s143812	chr1	33270463	33479183	208721	141	21.0
RG	s143812	chr1	40983247	41113155	129909	144	9.7
RG	s143812	chr1	43301194	43452898	151705	549	39.9
RG	s143812	chr1	58527302	59321410	794109	195	20.2
RG	s143812	chr1	71012498	74571099	3558602	433	15.5
RG	s143812	chr1	109161768	109250070	88303	200	13.9
RG	s143812	chr1	110847988	143449533	32601546	4972	63.2
RG	s143812	chr1	145574165	146989527	1415363	834	55.7
RG	s143812	chr1	147021720	149475955	2454236	942	51.6
RG	s143812	chr1	149886326	150622563	736238	971	26.2
RG	s143812	chr1	150694144	152213644	1519501	2088	42.2
RG	s143812	chr1	152218001	153093485	875485	1173	66.2
RG	s143812	chr1	153140470	157515485	4375016	6294	71.2
RG	s143812	chr1	201212089	201377679	165591	294	19.5
RG	s143812	chr1	219915439	220429982	514544	511	27.4
RG	s143812	chr1	228174656	228318960	144305	551	73.8
RG	s143812	chr1	230839685	231039830	200146	187	11.6
RG	s143812	chr1	234373390	234607071	233682	226	24.4
RG	s143812	chr1	236011896	236468052	456157	262	24.0
RG	s143812	chr1	236524204	236555607	31404	128	30.7
RG	s143812	chr1	236795135	237469101	673967	278	18.0
RG	s143813	chr1	6072663	6181261	108599	327	34.3
RG	s143813	chr1	15465978	16058635	592658	1209	72.3
RG	s143813	chr1	23971120	24090724	119605	157	17.6
RG	s143813	chr1	33270463	33479183	208721	142	4.1
RG	s143813	chr1	78889911	80451736	1561826	105	9.3
RG	s143813	chr1	97827965	100118919	2290955	577	27.4
RG	s143813	chr1	152579550	152884301	304752	173	27.5
RG	s143813	chr1	154205501	154312418	106918	223	9.5
RG	s143813	chr1	169106988	169514097	407110	244	7.6
RG	s143813	chr1	178520264	179063850	543587	231	12.2
RG	s143813	chr1	179813301	180194250	380950	420	25.5
RG	s143813	chr1	181483718	182384501	900784	282	20.1
RG	s143813	chr1	197268404	197902650	634247	217	8.2
RG	s143813	chr1	201110107	201209552	99446	169	14.6
RG	s143813	chr1	204438924	204525448	86525	128	16.8
RG	s143813	chr1	205053063	205303164	250102	361	27.8
RG	s143813	chr1	207715217	207897301	182085	160	19.6
RG	s143813	chr1	225185278	225828680	643403	473	17.3
RG	s143813	chr1	228174656	228242996	68341	96	15.5
RG	s143813	chr1	236524204	236555607	31404	129	32.9
RG	s143813	chr1	236795135	237267505	472371	188	16.6
RG	s145465	chr1	1713469	1752706	39238	115	23.0
RG	s145465	chr1	1892116	1955253	63138	148	42.1
RG	s145465	chr1	4655406	7784740	3129335	1578	58.4
RG	s145465	chr1	8324168	8861296	537129	215	27.4
RG	s145465	chr1	11013720	11500897	487178	605	21.8
RG	s145465	chr1	15909330	16033852	124523	389	50.6
RG	s145465	chr1	16044456	16055223	10768	143	72.9
RG	s145465	chr1	17265676	17580613	314938	442	40.2
RG	s145465	chr1	23838268	24065835	227568	156	18.9
RG	s145465	chr1	26239707	26372199	132493	330	34.0
RG	s145465	chr1	43424190	43984787	560598	709	38.6
RG	s145465	chr1	46506945	46929935	422991	435	19.4
RG	s145465	chr1	62504677	62803670	298994	193	5.6
RG	s145465	chr1	66534420	66719238	184819	146	9.2
RG	s145465	chr1	109171849	109197506	25658	93	8.0
RG	s145465	chr1	109656314	109750234	93921	258	9.8
RG	s145465	chr1	113724725	113929251	204527	286	11.7
RG	s145465	chr1	156920678	156968164	47487	202	47.3
RG	s145465	chr1	160151956	160348888	196933	547	35.2
RG	s145465	chr1	165679472	167054118	1374647	343	15.7
RG	s145465	chr1	168541060	168576520	35461	37	10.9
RG	s145465	chr1	168696488	169465789	769302	244	5.5
RG	s145465	chr1	177929664	177944756	15093	63	8.1
RG	s145465	chr1	196774710	196888224	113515	116	41.5
RG	s145465	chr1	200739723	201058179	318457	494	10.7
RG	s145465	chr1	219915439	220034812	119374	192	30.0
RG	s145465	chr1	226361797	226707712	345916	207	32.5
RG	s145465	chr1	228174656	228370612	195957	772	70.4
RG	s145465	chr1	229431539	230178130	746592	355	13.4
RG	s145465	chr1	235112266	235552223	439958	372	7.0
RG	s145465	chr1	236540652	236686652	146001	352	38.5
RG	s145465	chr1	237270224	237589783	319560	158	20.4
RG	s145465	chr1	248294550	248441083	146534	177	42.2
RG	s145465	chr1	248473183	248913724	440542	425	18.9
RG	s147640	chr1	2508982	2590953	81972	186	17.6
RG	s147640	chr1	3766595	3815310	48716	73	16.1
RG	s147640	chr1	9850601	10598974	748374	683	21.6
RG	s147640	chr1	16985964	17092335	106372	233	42.1
RG	s147640	chr1	26274894	26410652	135759	289	58.2
RG	s147640	chr1	38709860	39511258	801399	780	42.7
RG	s147640	chr1	51616886	52606587	989702	859	41.4
RG	s147640	chr1	118987725	119711883	724159	205	8.0
RG	s147640	chr1	121374281	143449533	22075253	36	5.3
RG	s147640	chr1	151399571	151518324	118754	113	15.0
RG	s147640	chr1	160998690	161098638	99949	262	32.3
RG	s147640	chr1	161191059	161305939	114881	273	13.8
RG	s147640	chr1	169106988	169603133	496146	502	48.5
RG	s147640	chr1	169691565	170532170	840606	511	67.7
RG	s147640	chr1	179378546	179813017	434472	325	27.6
RG	s147640	chr1	196228210	196736756	508547	254	45.2
RG	s147640	chr1	196745933	200342527	3596595	1244	49.7
RG	s147640	chr1	200553223	201065826	512604	808	55.6
RG	s147640	chr1	201069001	201209552	140552	266	65.1
RG	s147640	chr1	201212089	203482933	2270845	2208	70.4
RG	s147640	chr1	203720529	205717097	1996569	1882	60.2
RG	s147640	chr1	205770132	206342018	571887	431	26.7
RG	s147640	chr1	206415834	209622443	3206610	1876	64.7
RG	s147640	chr1	226984589	227193625	209037	204	23.6
RG	s147640	chr1	236143031	236468052	325022	174	20.4
RG	s148007	chr1	2024944	2302812	277869	249	33.5
RG	s148007	chr1	6130155	6181231	51077	127	17.0
RG	s148007	chr1	11762106	12097019	334914	704	69.6
RG	s148007	chr1	20312843	20483552	170710	146	27.3
RG	s148007	chr1	23961311	24082552	121242	149	17.3
RG	s148007	chr1	26187524	26571408	383885	629	54.7
RG	s148007	chr1	43164456	43452898	288443	765	45.2
RG	s148007	chr1	59321442	60865257	1543816	328	33.1
RG	s148007	chr1	91962581	93079313	1116733	598	46.8
RG	s148007	chr1	99708928	99910630	201703	222	20.2
RG	s148007	chr1	152971835	153093485	121651	69	10.2
RG	s148007	chr1	158419201	158654481	235281	350	31.5
RG	s148007	chr1	163172570	164559790	1387221	98	24.6
RG	s148007	chr1	177929664	177964308	34645	159	13.5
RG	s148007	chr1	181483718	182384501	900784	280	5.6
RG	s148007	chr1	212686795	213996492	1309698	389	46.7
RG	s148007	chr1	219915439	220429982	514544	511	27.0
RG	s148007	chr1	227941562	228359555	417994	880	63.8
RG	s148007	chr1	247921068	248083615	162548	243	4.0
RG	s148090	chr1	13494	727034	713541	68	9.1
RG	s148090	chr1	3869625	4655398	785774	78	6.6
RG	s148090	chr1	10947786	11013627	65842	77	5.8
RG	s148090	chr1	17018926	17086510	67585	120	12.1
RG	s148090	chr1	17230211	17388143	157933	385	41.8
RG	s148090	chr1	40451186	40738874	287689	205	12.2
RG	s148090	chr1	80451825	84298566	3846742	404	18.1
RG	s148090	chr1	89141547	89368511	226965	188	8.3
RG	s148090	chr1	110847988	111283222	435235	303	36.7
RG	s148090	chr1	120816287	143449533	22633247	65	5.9
RG	s148090	chr1	147112734	147611696	498963	298	43.4
RG	s148090	chr1	176739767	177929636	1189870	253	17.1
RG	s148090	chr1	204440154	204870883	430730	238	30.4
RG	s148090	chr1	205053063	205749835	696773	732	59.3
RG	s148090	chr1	205770132	206342018	571887	431	37.5
RG	s148090	chr1	209777333	209851100	73768	132	5.8
RG	s148090	chr1	236218506	236394269	175764	104	15.3
RG	s148090	chr1	236524204	236568845	44642	205	45.5
RG	s148090	chr1	236571251	236686652	115402	171	13.4
RG	s148944	chr1	9710464	10398905	688442	758	12.4
RG	s148944	chr1	12716137	12879482	163346	488	18.2
RG	s148944	chr1	21680869	21973163	292295	650	30.9
RG	s148944	chr1	37475405	37682859	207455	262	16.1
RG	s148944	chr1	42399238	42834992	435755	422	22.5
RG	s148944	chr1	44874654	45628169	753516	649	23.2
RG	s148944	chr1	75203724	75396462	192739	128	16.1
RG	s148944	chr1	76867543	78889761	2022219	716	31.6
RG	s148944	chr1	93079349	93993084	913736	496	25.8
RG	s148944	chr1	94455572	95143861	688290	259	12.2
RG	s148944	chr1	116666513	117112112	445600	294	9.3
RG	s148944	chr1	117368060	117778017	409958	113	9.4
RG	s148944	chr1	117981341	118081109	99769	145	24.7
RG	s148944	chr1	119380618	119794123	413506	279	29.2
RG	s148944	chr1	170959539	171185554	226016	211	14.4
RG	s148944	chr1	183024223	183278369	254147	345	41.2
RG	s148944	chr1	196774710	196819780	45071	67	27.2
RG	s148944	chr1	196825464	196888224	62761	47	23.5
RG	s148944	chr1	201313274	201410265	96992	243	34.2
RG	s148944	chr1	235663108	235977670	314563	293	23.0
RG	s148944	chr1	236038144	236468052	429909	204	26.6
RG	s148944	chr1	248122145	248441083	318939	347	15.9
RG	s149202	chr1	14599095	15308300	709206	185	18.7
RG	s149202	chr1	26328705	26410652	81948	154	6.4
RG	s149202	chr1	31506106	31644777	138672	140	12.1
RG	s149202	chr1	36423590	36469136	45547	119	43.1
RG	s149202	chr1	43569524	43878894	309371	263	17.6
RG	s149202	chr1	62439821	63545850	1106030	536	8.5
RG	s149202	chr1	84388228	84630458	242231	216	27.5
RG	s149202	chr1	89007660	94098732	5091073	2474	62.5
RG	s149202	chr1	152787232	153093485	306254	179	18.1
RG	s149202	chr1	153607490	153728712	121223	275	7.6
RG	s149202	chr1	161595534	161663737	68204	99	13.4
RG	s149202	chr1	169168789	169465789	297001	154	8.2
RG	s149202	chr1	182794470	182883095	88626	205	26.1
RG	s149202	chr1	205841923	206009981	168059	196	39.1
RG	s149202	chr1	236143031	236394269	251239	138	46.6
RG	s149202	chr1	246840729	247037337	196609	338	45.8
RG	s149202	chr1	247418750	247563378	144629	170	13.2
RG	s149202	chr1	247856945	247948905	91961	125	25.2
RG	s149202	chr1	248294550	248361590	67041	95	17.7
RG	s149206	chr1	1035166	1142620	107455	266	54.6
RG	s149206	chr1	3815331	3865415	50085	168	33.5
RG	s149206	chr1	11762106	11788822	26717	125	44.1
RG	s149206	chr1	11790624	11911032	120409	253	31.3
RG	s149206	chr1	11952352	12234233	281882	392	33.8
RG	s149206	chr1	15425792	15764915	339124	629	40.5
RG	s149206	chr1	42399238	42734855	335618	233	10.2
RG	s149206	chr1	45584241	46019725	435485	340	32.7
RG	s149206	chr1	46131629	46547150	415522	465	33.6
RG	s149206	chr1	62439821	63623338	1183518	598	17.6
RG	s149206	chr1	85816837	86343020	526184	246	27.1
RG	s149206	chr1	151707487	151825817	118331	238	21.0
RG	s149206	chr1	155232757	155270844	38088	229	12.5
RG	s149206	chr1	156259028	156367826	108799	227	37.1
RG	s149206	chr1	156526262	156656381	130120	441	23.1
RG	s149206	chr1	183023890	183186170	162281	193	12.2
RG	s149206	chr1	184790870	185734598	943729	376	25.6
RG	s149206	chr1	202889153	203083794	194642	385	38.6
RG	s149206	chr1	206768599	206958321	189723	250	10.0
RG	s149206	chr1	213996531	214605688	609158	227	35.9
RG	s149206	chr1	229249509	232008852	2759344	1461	65.9
RG	s149206	chr1	232399037	234231360	1832324	565	44.9
RG	s149206	chr1	234391403	235662809	1271407	611	43.2
RG	s150817	chr1	1892085	2024923	132839	264	47.4
RG	s150817	chr1	11762106	12063579	301474	680	59.5
RG	s150817	chr1	20485289	20698356	213068	245	21.3
RG	s150817	chr1	21821271	21973163	151893	508	13.8
RG	s150817	chr1	27942103	28592749	650647	511	17.5
RG	s150817	chr1	37715793	37754169	38377	111	24.1
RG	s150817	chr1	40301217	40374049	72833	122	9.9
RG	s150817	chr1	43272533	43429629	157097	388	22.3
RG	s150817	chr1	43434460	43653331	218872	350	23.2
RG	s150817	chr1	62473963	63322947	848985	325	27.0
RG	s150817	chr1	65565531	66534264	968734	220	13.7
RG	s150817	chr1	89013185	89368511	355327	373	42.7
RG	s150817	chr1	151759940	151874984	115045	233	23.8
RG	s150817	chr1	154321092	154429080	107989	155	6.8
RG	s150817	chr1	168541060	169110593	569534	117	16.4
RG	s150817	chr1	183023890	183230856	206967	270	18.5
RG	s150817	chr1	214613656	214641508	27853	72	19.2
RG	s150817	chr1	214641687	214651659	9973	93	53.0
RG	s150817	chr1	226549140	226961287	412148	157	6.1
RG	s150817	chr1	229249509	229594461	344953	303	14.0
RG	s150817	chr1	236394371	236564262	169892	234	61.4
RG	s150817	chr1	236568900	236686652	117753	181	31.2
RG	s150817	chr1	247451105	247563378	112274	82	9.8
RG	s151079	chr1	1713351	2169011	455661	627	54.5
RG	s151079	chr1	2302908	3463005	1160098	804	57.8
RG	s151079	chr1	4655406	5904570	1249165	160	33.1
RG	s151079	chr1	10947786	11500897	553112	682	46.5
RG	s151079	chr1	11762106	11911032	148927	382	37.6
RG	s151079	chr1	16201723	16367109	165387	176	25.2
RG	s151079	chr1	26187524	26331408	143885	317	31.0
RG	s151079	chr1	33479186	35816818	2337633	1303	44.2
RG	s151079	chr1	35883667	36801721	918055	791	36.9
RG	s151079	chr1	37695877	37857184	161308	282	29.3
RG	s151079	chr1	37981677	39511258	1529582	891	58.4
RG	s151079	chr1	55004703	56496453	1491751	417	32.7
RG	s151079	chr1	58056347	59321410	1265064	226	31.0
RG	s151079	chr1	71407325	90712090	19304766	4976	62.4
RG	s151079	chr1	102934548	107056636	4122089	356	10.2
RG	s151079	chr1	111290690	111346528	55839	108	8.0
RG	s151079	chr1	182794470	183186170	391701	488	35.1
RG	s151079	chr1	204973312	205012906	39595	147	38.6
RG	s151079	chr1	205053063	205268785	215723	328	30.4
RG	s151079	chr1	205917041	206009981	92941	114	16.5
RG	s151079	chr1	236011896	241850368	5838473	2304	65.4
RG	s151079	chr1	243186204	248060631	4874428	2224	59.0
RG	s151079	chr1	248294550	248452742	158193	213	58.6
RG	s151079	chr1	248573769	248936777	363009	348	12.1
RG	s151084	chr1	729089	958599	229511	258	9.5
RG	s151084	chr1	3815331	3869582	54252	185	23.2
RG	s151084	chr1	4655406	8945695	4290290	2133	65.4
RG	s151084	chr1	8949166	12135672	3186507	3276	69.7
RG	s151084	chr1	13389787	13715376	325590	117	17.1
RG	s151084	chr1	15643371	15725052	81682	86	8.6
RG	s151084	chr1	26328705	26410652	81948	153	6.0
RG	s151084	chr1	36393709	36801721	408013	234	19.2
RG	s151084	chr1	37715793	37968090	252298	374	28.5
RG	s151084	chr1	43301194	43653331	352138	754	47.1
RG	s151084	chr1	45914082	46547150	633069	644	58.6
RG	s151084	chr1	64470996	65057660	586665	303	14.8
RG	s151084	chr1	74706222	75724646	1018425	289	34.1
RG	s151084	chr1	99738015	100196203	458189	493	48.4
RG	s151084	chr1	117368060	119380476	2012417	672	35.1
RG	s151084	chr1	151399571	151518324	118754	113	12.8
RG	s151084	chr1	152511483	152759535	248053	104	13.8
