human_gene_id,human_gene_disease_id,entrez_id,gene_symbol,gene_group_id,gene_group,inheritance_pattern,inheritance_type,main_class_type,additional_class_type,additional_class_type_d,main_class_type_g,additional_class_type_g,confidence_criteria_limit_no_patient,sysid_yes_no,disease_subtype,disease_type,alternative_names,additional_references,omim_disease,gene_review,haploinsufficiency_yes_no,clinical_synopsis,human_gene_disease_remark
773,1044,3000,GUCY2D,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"Cone-rod dystrophy 6","CONE-ROD DYSTROPHY",NULL,,601777,NULL,0,,NULL
773,1045,3000,GUCY2D,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"LEBER CONGENITAL AMAUROSIS 1; LCA1","LEBER CONGENITAL AMAUROSIS",,29269699,204000,NULL,0,"severe dystrophy of the retina, ID in 2 of 5 patients with mutation",
773,3461,3000,GUCY2D,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"Cone-rod dystrophy 6","CONE-ROD DYSTROPHY",,,601777,NULL,0,,
774,1046,5602,MAPK10,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"epileptic encephalopathy","epileptic encephalopathy",NULL,,NULL,NULL,0,"1 patient with epileptic encephalopathy",NULL
775,1047,256471,MFSD8,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"CEROID LIPOFUSCINOSIS, NEURONAL, 7; CLN7","CEROID LIPOFUSCINOSIS, NEURONAL",NULL,,610951,NULL,0,,NULL
777,1049,5195,PEX14,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER); PBD13A","PEROXISOME BIOGENESIS DISORDER",,,614887,20301621,0,,
780,1058,9723,SEMA3E,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"?CHARGE syndrome","CHARGE SYNDROME",,,214800,NULL,0,,
781,1059,60386,SLC25A19,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"MICROCEPHALY, AMISH TYPE; MCPHA","MICROCEPHALY, AMISH TYPE; MCPHA",NULL,,607196,NULL,0,"microcephaly and early death. anterior and posterior fontanels are closed at birth and facial features are distorted. The average life span is between five and six months.",NULL
781,1060,60386,SLC25A19,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"THIAMINE METABOLISM DYSFUNCTION SYNDROME 4 (BILATERAL STRIATAL DEGENERATION AND PROGRESSIVE POLYNEUROPATHY TYPE); THMD4","THIAMINE METABOLISM DYSFUNCTION SYNDROME",,31506564,613710,NULL,0,"acute encephalopathic episodes, progressive chronic polyneuropathy. All patients had normal early psychomotor development, plus 1 patient: encephalopathy during fever, neurological symptoms, alterations consciousness, moderate cognitive delay with 18 years, MRI anoamlies,, motor and sensor neuropathy",
782,1061,8802,SUCLG1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9","MITOCHONDRIAL DNA DEPLETION SYNDROME 9 (ENCEPHALOMYOPATHIC TYPE WITH METHYLMALONIC ACIDURIA); MTDPS9",NULL,,245400,NULL,0,"severe phenotype with antenatal manifestations and severe lactic acidosis in the first day of life and death within 2 to 4 days",NULL
783,1062,285362,SUMF1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"MULTIPLE SULFATASE DEFICIENCY; MSD","MULTIPLE SULFATASE DEFICIENCY; MSD",NULL,,272200,NULL,0,"combines features of metachromatic leukodystrophy and of a mucopolysaccharidosis",NULL
784,1063,4591,TRIM37,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"MULIBREY NANISM","MULIBREY NANISM",NULL,,253250,NULL,0,"mulibrey (MUscle, LIver, BRain, and EYes) nanism ('dwarfism'), of three siblings two with developmental delay, 1 other patient no ID",NULL
785,1064,7227,TRPS1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"TRICHORHINOPHALANGEAL SYNDROME, TYPE I; TRPS1","TRICHORHINOPHALANGEAL SYNDROME",NULL,,190350,NULL,0,"Face, short stature, sparse hair. ID only with larger deletions",NULL
785,1065,7227,TRPS1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"TRICHORHINOPHALANGEAL SYNDROME, TYPE III; TRPS3","TRICHORHINOPHALANGEAL SYNDROME, TYPE III; TRPS3",NULL,,190351,NULL,0,"Face, short stature, sparse hair. ID only with larger deletions",NULL
786,1066,7466,WFS1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"WOLFRAM SYNDROME 1; WFS1","WOLFRAM SYNDROME",NULL,,222300,NULL,0,"neurodegenerative disease characterized by diabetes mellitus, optic atrophy, diabetes insipidus, and deafness",NULL
786,1067,7466,WFS1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT; WFSL","WOLFRAM-LIKE SYNDROME, AUTOSOMAL DOMINANT; WFSL",NULL,,614296,NULL,0,,NULL
786,1068,7466,WFS1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"DEAFNESS, AUTOSOMAL DOMINANT 6; DFNA6","DEAFNESS, AUTOSOMAL DOMINANT",NULL,,600965,NULL,0,,NULL
787,1069,1340,COX6B1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 7; MC4DN7","MITOCHONDRIAL COMPLEX IV DEFICIENCY",,,619051,NULL,0,"2 sibs: normal development, onset 6 and 8 years, muscle weakness, then progressive neurologic symptoms and decline; plus 1 patient with lactic acidosis, cardiayc hyprtroph, encephalomyopathy, died with 30 months",
788,1070,182,JAG1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"ALAGILLE SYNDROME 1; ALGS1","ALAGILLE SYNDROME",NULL,,118450,NULL,0,"heart defect, paucity of intrahepatic bile ducts, skeletal anomalies, ocular abnormalities",NULL
789,1071,2697,GJA1,6,"ID candidate genes","Mendelian autosomal","not sure",NULL,NULL,,,,0,0,"ATRIOVENTRICULAR SEPTAL DEFECT 3; AVSD3","ATRIOVENTRICULAR SEPTAL DEFECT",NULL,,600309,NULL,0,,NULL
789,1072,2697,GJA1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR","CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR",NULL,,218400,NULL,0,"hyperostosis and sclerosis of the craniofacial bones associated with abnormal modeling of the metaphyses, ID only mentioned in a patient without mutation testing",NULL
789,1073,2697,GJA1,6,"ID candidate genes","Mendelian autosomal","not sure",NULL,NULL,,,,0,0,"HYPOPLASTIC LEFT HEART SYNDROME 1; HLHS1","HYPOPLASTIC LEFT HEART SYNDROME 1; HLHS1",NULL,,241550,NULL,0,,NULL
789,1074,2697,GJA1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"OCULODENTODIGITAL DYSPLASIA; ODDD","OCULODENTODIGITAL DYSPLASIA; ODDD",NULL,,164200,NULL,0,,NULL
789,1075,2697,GJA1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE","OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE",NULL,,257850,NULL,0,,NULL
789,1076,2697,GJA1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"SYNDACTYLY, TYPE III",SYNDACTYLY,NULL,,186100,NULL,0,,NULL
790,1077,3748,KCNC3,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"SPINOCEREBELLAR ATAXIA 13; SCA13","SPINOCEREBELLAR ATAXIA ",,28467418,605259,20301404,0,"several families: ID in 1 of 2 families;   infantile onset with delayed gross and/or fine motor milestones, tremor, seizures, cognitive impairment, gait and/or appendicular ataxia, and dysarthria. MRI: cerebellar hypoplasia, non-progressive, lifetime improvement in motor and cognitive function",
791,1078,23636,NUP62,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"STRIATONIGRAL DEGENERATION, INFANTILE; SNDI","STRIATONIGRAL DEGENERATION, INFANTILE; SNDI",NULL,,271930,NULL,0,"developmental arrest beginning at the age of 7 to 15 months, choreoathetosis, and dysphagia",NULL
792,1079,6683,SPAST,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"SPASTIC PARAPLEGIA 4, AUTOSOMAL DOMINANT; SPG4","SPASTIC PARAPLEGIA, AUTOSOMAL DOMINANT",,"28191889,30559488",182601,20301339,0,"progressive bilateral lower-limb spasticity, Onset is mostly in young adulthood; subtle cognitive impairment with possible late onset; plus 2 patients with ASD; enriched for de novo, likely gene-disrupting variants in NDD/ID/ASD cohorts",
793,1080,6505,SLC1A1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"SCHIZOPHRENIA 18; SCZD18","SCHIZOPHRENIA 18; SCZD18",,31209396,615232,NULL,0,"homozygous nonsense variant in a patient with autism",
793,1081,6505,SLC1A1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"DICARBOXYLIC AMINOACIDURIA; DCBXA","DICARBOXYLIC AMINOACIDURIA",,21123949,222730,NULL,0,"2 families, no with ID",
793,3353,6505,SLC1A1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"autism spectrum disorder","autism spectrum disorder",,31209396,NULL,NULL,0,"homozygous nonsense variant in a patient with autism",
794,1082,55775,TDP1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY; SCAN1","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY",NULL,,607250,NULL,0,"ataxia, intellect normal",NULL
795,1083,2348,FOLR1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY","NEURODEGENERATION DUE TO CEREBRAL FOLATE TRANSPORT DEFICIENCY",NULL,21937992,613068,NULL,0,"late infancy with severe developmental regression, movement disturbances, epilepsy, and leukodystrophy, folinic acid therapy",NULL
802,1093,11122,PTPRT,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,ID,ID,,"24123876,26539891",NULL,NULL,0,"3 affected from 1 family: severe ID; plus 1 patient: ID, microcephaly, hypotonia, pectus excavatum",
803,1094,84436,ZNF528,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,ID,ID,NULL,24123876,NULL,NULL,0,"mild ID, eye movement disorder",NULL
806,1097,131377,KLHL40,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"NEMALINE MYOPATHY 8; NEM8","NEMALINE MYOPATHY",NULL,23746549,615348,NULL,0,"fetal akinesia or hypokinesia, most patients die in infancy.",NULL
807,1098,6748,SSR4,6,"ID candidate genes","Mendelian X-linked","not sure",NULL,NULL,,,,0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iy; CDG1Y","CONGENITAL DISORDER OF GLYCOSYLATION",,24218363,300934,NULL,0,"microcephaly, developed intellectual disability, gastroesophageal reflux and a seizure disorder",
808,1099,201595,STT3B,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix; CDG1X","CONGENITAL DISORDER OF GLYCOSYLATION",,23842455,615597,NULL,0,"severely delayed psychomotor development with microcephaly, hypotonia, seizures, and optic atrophy, and died at age 4 years",
809,1100,84902,CEP89,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,1,1,"mitochondrial disease","mitochondrial disease",,"23575228,24038936",NULL,NULL,0,"isolated complex IV deficiency, intellectual disability and multisystemic problems","2 patients"
810,1101,92482,BBIP1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"BARDET-BIEDL SYNDROME 18; BBS18","BARDET-BIEDL SYNDROME",,24026985,615995,20301537,0,"1 patient: retinitis pigmentosa, obesity, kidney failure, cognitive disability",
813,1104,6341,SCO1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 4; MC4DN4","MITOCHONDRIAL COMPLEX IV DEFICIENCY",,23878101,619048,NULL,0,"severe neurologic disorder from birth and metabolic acidosis. One patient died at age 2 months; a second at the age of 5 days",
814,1105,84987,COX14,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 10; MC4DN10","MITOCHONDRIAL COMPLEX IV DEFICIENCY",,22243966,619053,NULL,0,"fatal neonatal lactic acidosis",
815,1106,29899,GPSM2,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"CHUDLEY-MCCULLOUGH SYNDROME; CMCS","CHUDLEY-MCCULLOUGH SYNDROME; CMCS",NULL,,604213,NULL,0,"early-onset sensorineural deafness and specific brain anomalies on MRI,  Some patients have hydrocephalus. Psychomotor development is normal",NULL
816,1107,80776,B9D2,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"?Meckel syndrome 10","MECKEL SYNDROME",NULL,,614175,NULL,0,"occipital encephalocele, postaxial polydactyly, , renal cysts, and hepatic ductal plate malformations",NULL
817,1108,54902,TTC19,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 2; MC3DN2","MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR",,,615157,NULL,0,"several patients: progressive encephalopathy, slowly progressive neurodegenerative disorder with onset in late infancy or adulthood, only 1 patient reported with developmental delay at 7 months",
819,1110,50944,SHANK1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"autism spectrum disorder","autism spectrum disorder",,"22503632,27824329",NULL,NULL,0,"deletions: autism spectrum disorder; 2 de novo variants in ASD, 1 with moderate ID",
821,1112,10329,RXYLT1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 10; MDDGA10","MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES)",NULL,23217329,615041,NULL,0,"severe cobblestone lissencephaly, plus frequently with gonadal dysgenesis and neural tube defects",NULL
824,1118,25820,ARIH1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,23020937,NULL,NULL,0,"severe ID",NULL
828,1122,10492,SYNCRIP,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,,"23020937,30504930",NULL,NULL,0,"1 patient: severe ID; plus 2 missense variants in autism",
835,1130,2889,RAPGEF1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,23033978,NULL,NULL,0,"severe ID",NULL
836,1131,5688,PSMA7,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,23033978,NULL,NULL,0,"severe ID",NULL
837,1132,818,CAMK2G,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"INTELLECTUAL DEVELOPMENTAL DISORDER 59; MRD59","INTELLECTUAL DEVELOPMENTAL DISORDER",,"23033978,30184290",618522,NULL,0,"recurrent de novo missense variant in 1 patient with severe ID and 1 patient with developmental delay, hypotonia and autism",
841,1136,4035,LRP1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,23033978,NULL,NULL,0,"severe ID",NULL
842,1137,57534,MIB1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"Developmental Disorder","Developmental Disorder",,"23033978,30322850,33057194",NULL,NULL,0,"1 patient with severe ID; plus variants in 4 patients with congenital heart defects; plus enriched in developmental disorders",
842,3317,57534,MIB1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"LEFT VENTRICULAR NONCOMPACTION 7; LVNC7","LEFT VENTRICULAR NONCOMPACTION",,,615092,NULL,0,,
843,1138,221692,PHACTR1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 70; EIEE70","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE",,"23033978,30256902",618298,NULL,0,"1 patient: severe ID; 2 patients: ID and epilepsy; gene tolerant towards missense and lof variants according to ExAC",
845,1140,283571,PROX2,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,23033978,NULL,NULL,0,"severe ID",NULL
847,1142,30000,TNPO2,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"Developmental Disorder","Developmental Disorder",,"23033978,30559488",NULL,NULL,0,"1 patient with severe ID plus gene enriched for de novo missense variants in NDD/ID/ASD cohorts",
851,1146,4520,MTF1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,23033978,NULL,NULL,0,"severe ID",NULL
852,1147,9204,ZMYM6,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,23033978,NULL,NULL,0,"severe ID",NULL
853,1148,148103,ZNF599,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,21076407,NULL,NULL,0,"severe ID",NULL
855,1150,128859,BPIFB6,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,21076407,NULL,NULL,0,"severe ID",NULL
856,1151,5222,PGA5,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,ID,ID,NULL,21076407,NULL,NULL,0,"severe ID",NULL
858,1153,7053,TGM3,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
859,1154,4640,MYO1A,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"autism spectrum disorder","autism spectrum disorder",,21572417,NULL,NULL,0,autism,
860,1156,124274,GPR139,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
861,1157,5333,PLCD1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
861,1158,5333,PLCD1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"Nail disorder, nonsyndromic congenital, 3, (leukonychia)","NAIL DISORDER, NONSYNDROMIC CONGENITAL",NULL,,151600,NULL,0,,NULL
861,3462,5333,PLCD1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"Nail disorder, nonsyndromic congenital, 3, (leukonychia)","NAIL DISORDER, NONSYNDROMIC CONGENITAL",,,151600,NULL,0,,
863,1163,138474,TAF1L,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
864,1164,84516,DCTN5,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
865,1165,64924,SLC30A5,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
866,1166,7850,IL1R2,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
868,1168,2051,EPHB6,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
869,1169,55843,ARHGAP15,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
870,1170,165904,XIRP1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,"autism spectrum disorder","autism spectrum disorder",,21572417,NULL,NULL,0,autism,
870,1490,165904,XIRP1,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,1,"intellectual disability","intellectual disability",,25558065,NULL,NULL,0,"primary microcephaly","1 family with missense mutation
1"
871,1171,23563,CHST5,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
872,1172,7273,TTN,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,,"21572417,28135719",NULL,NULL,0,"1 autism with autism; plus 12 de novo variants in DDD study without clinical information",
872,1173,7273,TTN,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"CARDIOMYOPATHY, DILATED, 1G; CMD1G","CARDIOMYOPATHY, DILATED",NULL,,604145,NULL,0,,NULL
872,1174,7273,TTN,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 9; CMH9","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC",NULL,,613765,NULL,0,,NULL
872,1175,7273,TTN,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2J; LGMD2J","MUSCULAR DYSTROPHY, LIMB-GIRDLE",NULL,,608807,NULL,0,,NULL
872,1176,7273,TTN,6,"ID candidate genes","Mendelian autosomal",recessive,NULL,NULL,,,,0,0,"MYOPATHY, EARLY-ONSET, WITH FATAL CARDIOMYOPATHY","MYOPATHY, EARLY-ONSET, WITH FATAL CARDIOMYOPATHY",NULL,,611705,NULL,0,,NULL
872,1177,7273,TTN,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"HEREDITARY MYOPATHY WITH EARLY RESPIRATORY FAILURE; HMERF","HEREDITARY MYOPATHY WITH EARLY RESPIRATORY FAILURE; HMERF",NULL,,603689,NULL,0,,NULL
872,1178,7273,TTN,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,0,"TIBIAL MUSCULAR DYSTROPHY, TARDIVE","TIBIAL MUSCULAR DYSTROPHY, TARDIVE",NULL,,600334,NULL,0,,NULL
874,1180,27303,RBMS3,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,21572417,NULL,NULL,0,autism,NULL
875,1181,7534,YWHAZ,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,23999528,NULL,NULL,0,autism,NULL
876,1182,1821,DRP2,6,"ID candidate genes","Mendelian X-linked",dominant,NULL,NULL,,,,0,1,autism,autism,,23999528,NULL,NULL,0,autism,
877,1183,157769,FAM91A1,6,"ID candidate genes","Mendelian autosomal",dominant,NULL,NULL,,,,0,1,autism,autism,NULL,22542183,NULL,NULL,0,autism,NULL
